personnel_id,service_years,deployment_days,working_hours_week,night_shifts,consecutive_duty_days,leave_days,transfers_last_year,training_hours,workload_score,sleep_score,wellness_stress,mood_score,social_support,stress_risk,risk_week_1,risk_week_2,risk_week_3,risk_week_4,risk_week_5
P1318,15,62,47,3,2,1,1,1,41,57,47,67,69,0,23,9,9,0,0
P1319,12,14,58,0,4,8,1,12,32,52,39,43,64,0,31,28,11,0,0
P1320,10,45,43,2,4,14,0,12,33,89,71,60,79,0,35,25,18,16,16
P1321,3,60,52,6,1,5,0,25,82,43,39,90,78,0,35,31,41,39,31
P1322,7,54,53,3,7,8,0,0,40,93,71,44,46,0,40,39,43,47,55
P1323,14,84,49,8,7,10,1,10,49,39,28,63,91,1,27,34,34,38,39
P1324,23,20,54,0,8,0,1,21,96,59,42,59,60,1,36,25,24,21,22
P1325,22,5,48,0,4,5,1,10,45,83,43,100,96,0,39,35,31,28,22
P1326,5,14,44,11,5,8,0,11,64,68,58,59,44,0,35,43,48,53,55
P1327,17,54,64,10,5,0,2,6,77,48,55,60,72,1,34,20,22,19,10
P1328,3,50,59,2,9,3,0,5,76,74,62,52,64,0,37,35,53,57,65
P1329,17,40,43,6,1,11,1,0,34,69,53,68,33,0,37,44,50,56,59
P1330,9,11,55,10,3,11,0,8,45,65,61,72,78,0,38,45,50,61,60
P1331,12,56,43,8,5,8,0,5,63,59,30,54,34,0,39,41,38,42,40
P1332,18,9,39,7,2,11,0,13,93,67,56,84,62,0,39,25,31,24,24
P1333,11,66,59,10,4,8,1,6,44,59,80,72,86,1,42,48,46,56,49
P1334,21,107,35,3,5,9,1,9,49,100,14,82,58,0,30,36,39,46,54
P1335,14,47,58,6,3,6,0,9,66,64,58,63,52,1,22,20,22,21,16
P1336,25,52,48,6,5,7,1,12,69,62,62,72,81,1,38,28,26,22,18
P1337,16,26,48,5,7,4,0,8,70,60,77,65,63,1,47,40,43,42,31
P1338,8,0,54,4,4,12,1,5,43,95,63,91,60,0,34,29,20,34,25
P1339,20,24,55,6,4,13,0,13,48,43,50,70,89,1,36,42,43,48,54
P1340,11,12,43,6,5,13,0,19,62,73,57,68,47,0,29,34,35,25,24
P1341,14,3,56,2,5,5,1,13,81,64,33,61,59,0,40,33,36,35,42
P1342,4,79,51,9,1,3,2,8,54,47,40,60,82,0,39,47,49,50,56
P1343,3,45,39,2,6,12,0,11,58,56,21,72,46,0,25,28,33,43,48
P1344,15,47,48,5,4,9,1,0,40,73,78,81,97,0,40,32,35,34,36
P1345,5,31,62,5,8,8,2,11,92,55,57,57,63,1,50,44,48,48,55
P1346,25,34,65,7,6,4,1,9,61,72,30,70,82,0,29,32,26,29,15
P1347,22,61,56,0,8,9,1,5,77,94,53,71,82,0,42,49,59,54,56
P1348,18,37,39,10,2,3,1,7,59,71,71,74,64,0,61,61,66,63,70
P1349,19,51,54,3,4,10,1,9,60,46,68,41,59,1,42,27,22,15,0
P1350,15,33,58,11,2,13,1,19,31,55,29,53,66,0,32,23,45,53,56
P1351,2,30,57,4,3,14,1,20,19,64,0,46,79,0,24,27,22,29,21
P1352,10,4,57,6,8,10,0,6,81,63,56,69,50,0,45,49,43,55,49
P1353,13,0,53,14,9,1,1,8,59,70,30,54,47,0,38,40,35,43,40
P1354,23,32,49,5,2,8,0,9,62,73,60,60,92,0,51,38,41,44,52
P1355,6,39,45,11,4,16,1,18,36,94,67,49,55,0,32,36,30,25,36
P1356,13,7,33,6,5,4,0,13,42,68,70,62,73,0,39,35,29,21,21
P1357,9,37,53,8,6,7,0,13,77,51,83,50,64,1,30,32,32,40,41
P1358,4,39,52,6,1,13,2,16,89,85,73,80,64,1,22,21,21,15,24
P1359,3,0,55,9,1,9,0,8,47,87,83,76,91,1,38,27,25,14,12
P1360,10,16,38,3,6,17,1,22,70,71,76,70,66,1,25,28,17,18,10
P1361,3,48,56,2,1,4,2,12,61,64,77,63,61,0,48,34,34,26,19
P1362,2,47,68,3,4,3,1,6,56,77,47,35,62,0,21,18,15,17,18
P1363,9,10,51,6,5,12,1,10,91,65,22,61,58,0,26,33,39,40,40
P1364,6,42,49,5,6,2,4,21,50,37,98,56,56,1,40,32,23,32,30
P1365,14,63,53,9,5,6,1,9,80,76,49,72,59,1,43,48,45,55,51
P1366,1,57,68,11,4,7,0,19,65,81,73,78,95,1,35,39,31,44,29
P1367,8,36,41,2,7,11,0,8,58,90,37,73,79,0,40,42,39,51,37
P1368,12,27,52,3,6,9,0,7,83,57,67,88,61,0,40,44,51,47,46
P1369,25,23,43,0,3,9,0,17,63,71,0,59,84,0,25,39,39,44,48
P1370,16,49,45,14,5,5,1,6,56,72,40,58,40,1,47,39,30,29,16
P1371,23,43,50,7,6,12,2,18,83,69,46,85,90,0,44,54,59,70,71
P1372,9,53,62,8,9,20,1,14,80,70,57,71,89,0,36,44,41,43,48
P1373,12,41,66,1,7,10,0,6,80,69,69,64,100,0,36,33,35,40,27
P1374,11,58,54,6,8,7,0,11,0,71,26,98,84,0,36,44,38,46,52
P1375,23,40,47,8,3,2,0,8,66,79,61,77,74,1,31,37,27,30,26
P1376,24,57,72,5,4,4,0,14,62,86,73,65,89,0,29,35,32,33,44
P1377,25,59,46,10,4,6,1,25,57,57,95,57,56,1,45,41,44,33,36
P1378,19,19,45,15,5,5,0,9,69,65,62,89,60,1,38,43,45,49,56
P1379,13,0,34,2,2,7,1,16,63,62,39,71,66,0,33,28,22,29,21
P1380,14,75,63,2,8,14,3,12,70,60,23,68,90,0,27,27,30,27,27
P1381,25,44,59,2,7,12,1,12,53,44,85,79,52,0,34,36,37,46,40
P1382,8,0,72,12,4,6,2,11,85,68,63,82,51,1,31,36,46,46,57
P1383,9,21,37,10,7,2,2,6,72,75,48,77,71,1,39,36,32,26,30
P1384,23,57,63,5,6,12,1,14,68,66,16,82,79,0,35,32,36,40,36
P1385,10,31,51,6,7,7,1,10,67,68,29,75,55,0,35,30,34,31,19
P1386,6,26,57,3,2,0,0,6,79,74,61,77,78,1,41,31,15,12,0
P1387,15,72,35,10,5,10,0,19,76,89,55,56,90,0,30,31,33,27,28
P1388,9,13,63,4,5,11,3,13,56,62,9,97,87,0,32,47,45,55,45
P1389,23,19,57,5,7,0,0,10,76,50,61,48,73,0,34,39,35,40,43
P1390,23,43,50,8,3,4,2,21,61,67,17,73,65,0,27,23,18,19,20
P1391,8,47,56,5,1,7,0,0,93,96,75,47,97,1,34,28,31,27,32
P1392,14,50,43,5,2,10,0,21,78,51,52,66,67,0,39,34,32,39,32
P1393,25,60,45,6,5,5,2,6,47,78,39,59,83,0,39,37,42,40,49
P1394,19,43,46,9,5,4,3,13,100,85,68,70,100,1,47,40,29,22,18
P1395,6,50,33,13,9,10,1,8,20,33,55,73,81,0,31,34,35,37,27
P1396,15,32,58,8,6,5,3,6,69,74,74,53,50,1,42,54,43,55,42
P1397,16,40,61,9,5,9,0,21,45,77,50,68,46,1,35,29,21,17,4
P1398,17,41,44,5,5,3,0,25,92,64,51,90,62,0,37,22,25,14,14
P1399,1,43,53,3,8,2,1,10,63,58,42,47,79,0,29,27,29,29,33
P1400,8,57,48,9,4,10,4,14,44,59,53,54,75,0,37,34,29,30,36
P1401,22,51,53,7,5,8,2,12,53,63,82,82,100,0,32,36,37,39,40
P1402,7,39,44,0,2,11,0,24,45,63,38,69,74,0,22,21,16,12,6
P1403,8,19,42,5,9,5,2,0,52,61,61,70,61,1,33,35,34,30,20
P1404,9,40,59,6,6,4,0,15,52,63,30,84,48,0,39,42,32,35,30
P1405,5,37,49,4,3,12,2,7,44,86,7,55,87,0,31,28,33,40,35
P1406,4,43,68,12,5,1,0,0,63,50,52,60,67,0,36,48,42,54,65
P1407,9,91,50,8,6,12,2,9,65,42,55,58,41,1,50,41,29,20,18
P1408,22,25,42,11,4,12,0,25,40,86,46,62,67,1,37,37,43,49,45
P1409,1,48,61,7,4,10,1,7,28,65,18,89,50,0,45,40,34,40,30
P1410,8,64,56,6,3,4,1,18,64,62,54,41,60,0,54,52,50,53,51
P1411,2,40,57,2,6,4,1,20,68,66,53,49,67,0,37,38,47,51,60
P1412,15,94,61,6,4,6,0,12,71,71,30,46,52,1,33,35,31,33,25
P1413,7,29,44,6,4,2,0,13,68,60,21,90,59,0,34,48,48,51,52
P1414,20,46,49,1,2,3,0,0,86,76,43,58,54,1,48,40,28,32,20
P1415,15,19,48,4,5,10,0,7,76,54,61,63,55,1,42,37,38,36,35
P1416,20,30,38,5,5,10,1,18,100,63,56,42,50,1,38,34,30,35,25
P1417,16,44,48,8,4,3,0,12,100,35,30,64,59,1,46,44,49,47,55
P1418,11,58,62,8,5,10,1,15,26,86,51,82,52,0,37,28,17,26,25
P1419,22,46,52,4,7,9,2,13,18,65,66,72,77,0,45,35,42,49,44
P1420,12,68,38,8,7,13,1,27,58,78,25,66,70,0,33,43,48,51,54
P1421,24,36,36,5,6,9,2,9,67,75,49,43,87,0,42,41,39,30,27
P1422,25,30,65,0,4,11,1,23,57,76,75,63,99,0,26,31,32,36,33
P1423,15,103,49,4,4,9,2,13,71,68,23,70,79,0,29,30,38,45,46
P1424,17,47,44,10,2,11,3,24,53,74,71,52,75,1,46,39,39,42,39
P1425,7,21,48,0,4,2,2,3,46,54,80,78,80,0,33,39,45,45,46
P1426,21,21,37,6,5,7,2,13,48,50,44,82,75,0,35,37,30,36,33
P1427,17,15,63,12,3,7,1,9,54,66,41,60,68,0,33,43,37,39,40
P1428,23,60,46,3,5,6,2,13,73,58,69,80,67,1,25,32,13,10,14
P1429,7,29,62,6,3,9,0,21,49,89,44,66,50,0,37,48,40,37,37
P1430,20,41,50,1,1,10,0,15,53,74,1,86,81,0,40,39,41,45,44
P1431,12,36,63,13,7,9,1,21,68,57,46,100,66,1,37,38,41,40,37
P1432,5,56,52,6,4,6,3,7,54,64,57,51,92,0,31,30,23,17,23
P1433,5,18,58,6,3,4,1,6,78,70,63,80,83,0,32,27,29,19,19
P1434,15,12,56,11,2,11,1,12,41,67,30,89,56,0,30,36,35,39,38
P1435,8,43,56,9,6,8,1,12,38,72,43,52,88,0,35,41,48,46,62
P1436,3,52,53,2,8,3,0,11,63,69,68,59,23,0,31,38,34,43,40
P1437,11,46,48,3,4,6,3,5,65,47,47,59,100,1,41,38,41,54,59
P1438,17,19,67,8,4,0,1,20,42,36,17,66,44,0,36,37,39,41,45
P1439,8,54,42,4,8,7,3,9,82,62,73,62,75,1,37,40,44,48,52
P1440,24,20,50,0,1,6,1,22,93,76,44,65,74,1,45,47,38,47,45
P1441,20,25,50,6,10,5,2,12,47,63,70,81,86,1,41,54,62,59,68
P1442,13,15,54,0,11,13,0,17,85,87,20,38,61,1,48,52,45,59,65
P1443,24,69,46,12,1,2,0,16,15,67,46,52,31,0,29,29,25,20,16
P1444,11,53,53,7,5,10,0,6,77,88,58,79,61,1,39,31,47,49,47
P1445,4,53,48,2,3,16,0,15,43,85,46,77,63,0,30,28,36,37,31
P1446,1,68,36,3,4,11,0,25,76,84,24,51,32,0,32,26,27,26,24
P1447,24,106,50,0,4,7,1,14,41,50,0,77,68,0,35,25,27,11,7
P1448,24,0,40,2,7,2,0,18,57,68,78,89,49,0,27,17,25,13,4
P1449,19,20,34,10,5,2,1,17,43,86,53,67,78,0,36,30,31,33,26
P1450,3,23,51,15,3,5,0,14,54,72,71,52,63,0,26,22,18,9,6
P1451,8,18,54,9,5,4,1,13,91,76,67,82,100,1,30,36,40,32,28
P1452,2,12,55,6,6,4,0,16,56,47,60,96,63,0,24,33,28,45,37
P1453,2,31,55,4,2,6,1,17,96,97,42,54,74,0,50,45,33,27,28
P1454,7,9,33,2,1,7,0,3,51,56,58,69,63,0,25,35,31,35,34
P1455,15,46,38,14,10,9,0,14,85,38,77,85,39,1,37,31,30,28,24
P1456,2,39,68,5,3,2,0,11,29,63,50,70,64,1,41,50,36,44,41
P1457,25,50,41,14,5,4,1,9,53,31,86,40,80,1,42,30,45,40,33
P1458,12,50,55,12,4,6,0,21,48,52,18,75,77,0,31,21,26,17,10
P1459,7,52,44,0,6,6,0,7,86,100,16,52,62,0,34,27,30,25,17
P1460,13,29,51,3,9,14,1,2,61,62,68,48,42,1,42,37,19,27,7
P1461,20,89,44,3,6,8,1,18,20,47,32,40,78,0,39,43,40,45,55
P1462,8,44,55,6,1,1,1,2,34,68,89,87,74,1,37,37,48,55,45
P1463,2,0,51,6,2,9,0,0,40,55,75,55,81,0,30,27,29,27,32
P1464,2,14,46,18,4,9,1,18,75,81,80,73,62,1,42,37,35,47,40
P1465,22,0,41,2,4,6,2,13,72,55,66,77,38,0,30,27,34,37,38
P1466,3,38,52,7,1,2,0,15,53,72,30,71,76,0,34,38,36,35,34
P1467,16,35,39,8,7,14,1,9,48,51,15,73,67,0,33,29,30,31,27
P1468,10,27,54,6,2,3,2,2,71,100,78,74,91,0,43,45,35,26,31
P1469,20,86,74,6,9,10,2,4,38,76,18,70,67,0,30,25,32,29,27
P1470,2,51,62,2,10,8,0,10,66,66,80,56,66,1,46,44,38,37,40
P1471,23,55,56,6,4,9,1,3,65,64,61,54,74,1,41,45,54,59,75
P1472,18,16,49,8,6,14,0,14,53,60,46,66,57,0,31,34,29,25,26
P1473,12,14,33,7,2,9,1,9,65,57,57,66,56,0,42,41,40,38,39
P1474,6,39,38,8,7,5,1,13,60,56,57,75,65,1,27,38,34,31,41
P1475,25,42,62,12,4,11,0,13,67,93,44,86,51,1,38,55,57,66,72
P1476,8,0,43,10,2,4,1,15,34,60,77,74,63,0,41,26,27,23,20
P1477,13,34,44,6,4,8,1,15,69,36,76,55,100,1,36,46,47,52,58
P1478,10,38,49,1,4,2,1,10,76,51,51,33,85,0,44,42,45,44,36
P1479,6,33,40,4,4,3,1,13,64,82,36,56,72,0,31,43,54,68,77
P1480,11,18,39,5,7,7,0,14,69,64,74,46,93,1,37,47,52,46,43
P1481,4,25,50,7,3,8,0,0,56,66,8,56,53,0,20,21,10,20,2
P1482,1,34,42,4,9,0,0,17,74,86,57,72,100,0,34,29,34,33,26
P1483,8,40,43,2,2,9,1,13,59,56,63,69,59,1,37,43,53,65,64
P1484,3,53,43,1,9,4,0,16,37,77,31,98,100,0,39,35,41,39,47
P1485,11,64,55,0,2,12,1,3,73,58,67,76,100,0,35,31,38,38,33
P1486,22,31,48,5,5,6,0,10,29,77,47,99,37,0,40,38,39,39,47
P1487,5,27,48,0,4,3,0,4,63,62,37,79,92,0,43,41,35,34,33
P1488,1,49,55,2,4,7,0,17,51,64,67,85,62,0,34,33,35,31,35
P1489,3,53,49,4,7,3,2,2,50,80,26,62,57,0,26,25,16,24,9
P1490,13,28,47,1,9,12,1,5,61,79,65,51,76,0,41,48,61,60,69
P1491,7,57,54,8,8,7,1,16,45,66,8,61,50,0,29,25,19,15,11
P1492,13,62,56,9,4,6,0,8,67,61,54,68,76,1,38,38,38,35,40
P1493,1,69,49,4,5,9,0,6,59,92,49,58,51,1,40,44,35,46,52
P1494,9,81,51,4,3,3,0,18,47,77,37,52,70,0,31,31,37,31,31
P1495,11,17,43,8,3,2,1,19,82,62,56,75,90,0,31,23,21,17,10
P1496,11,38,42,3,2,9,0,17,62,58,46,52,74,0,35,19,21,6,11
P1497,14,38,57,3,4,3,0,18,69,83,69,43,61,1,33,32,40,38,42
P1498,20,36,54,11,6,3,4,10,83,70,59,50,76,1,40,37,37,23,26
P1499,12,22,54,10,1,10,0,11,83,66,57,64,43,1,29,21,16,3,2
P1500,22,2,53,8,5,9,0,7,68,70,54,52,53,0,32,36,36,34,28
